y	yend	x	xend	key	clickSelects	showSelected2	PANEL
-25.2	1.2	0.907211738522165	0.907211738522165	5 0.907211738522165	X1<0.907212	5	1
-25.2	1.2	0.931375607266091	0.931375607266091	5 0.931375607266091	X1<0.931376	5	1
-25.2	1.2	0.943758383393288	0.943758383393288	5 0.943758383393288	X1<0.943758	5	1
-25.2	1.2	0.948371022474021	0.948371022474021	5 0.948371022474021	X1<0.948371	5	1
-25.2	1.2	0.953166913008317	0.953166913008317	5 0.953166913008317	X1<0.953167	5	1
-25.2	1.2	0.958138818736188	0.958138818736188	5 0.958138818736188	X1<0.958139	5	1
-25.2	1.2	0.0821269832085818	0.0821269832085818	8 0.0821269832085818	X1<0.082127	8	1
-25.2	1.2	0.0860745509853587	0.0860745509853587	8 0.0860745509853587	X1<0.086075	8	1
-25.2	1.2	0.0900922525906935	0.0900922525906935	8 0.0900922525906935	X1<0.090092	8	1
-25.2	1.2	0.0970493158092722	0.0970493158092722	8 0.0970493158092722	X1<0.097049	8	1
-25.2	1.2	0.105814171838574	0.105814171838574	8 0.105814171838574	X1<0.105814	8	1
-25.2	1.2	0.11293201323133	0.11293201323133	8 0.11293201323133	X1<0.112932	8	1
-25.2	1.2	0.116796790622175	0.116796790622175	8 0.116796790622175	X1<0.116797	8	1
-25.2	1.2	0.123480718466453	0.123480718466453	8 0.123480718466453	X1<0.123481	8	1
-25.2	1.2	0.128917979658581	0.128917979658581	8 0.128917979658581	X1<0.128918	8	1
-25.2	1.2	0.139814364374615	0.139814364374615	8 0.139814364374615	X1<0.139814	8	1
-25.2	1.2	0.150485596386716	0.150485596386716	8 0.150485596386716	X1<0.150486	8	1
-25.2	1.2	0.157571841380559	0.157571841380559	8 0.157571841380559	X1<0.157572	8	1
-25.2	1.2	0.164737868937664	0.164737868937664	8 0.164737868937664	X1<0.164738	8	1
-25.2	1.2	0.173503854661249	0.173503854661249	8 0.173503854661249	X1<0.173504	8	1
-25.2	1.2	0.183423838345334	0.183423838345334	8 0.183423838345334	X1<0.183424	8	1
-25.2	1.2	0.190725144930184	0.190725144930184	8 0.190725144930184	X1<0.190725	8	1
-25.2	1.2	0.198249337496236	0.198249337496236	8 0.198249337496236	X1<0.198249	8	1
-25.2	1.2	0.199849189142697	0.199849189142697	8 0.199849189142697	X1<0.199849	8	1
-25.2	1.2	0.20076536689885	0.20076536689885	8 0.20076536689885	X1<0.200765	8	1
-25.2	1.2	0.203831824124791	0.203831824124791	8 0.203831824124791	X1<0.203832	8	1
-25.2	1.2	0.21596745273564	0.21596745273564	8 0.21596745273564	X1<0.215967	8	1
-25.2	1.2	0.233404179452918	0.233404179452918	8 0.233404179452918	X1<0.233404	8	1
-25.2	1.2	0.243136907112785	0.243136907112785	8 0.243136907112785	X1<0.243137	8	1
-25.2	1.2	0.252795475884341	0.252795475884341	8 0.252795475884341	X1<0.252795	8	1
-25.2	1.2	0.267083358601667	0.267083358601667	8 0.267083358601667	X1<0.267083	8	1
-25.2	1.2	0.279368628049269	0.279368628049269	8 0.279368628049269	X1<0.279369	8	1
-25.2	1.2	0.288140362594277	0.288140362594277	8 0.288140362594277	X1<0.288140	8	1
-25.2	1.2	0.294210443040356	0.294210443040356	8 0.294210443040356	X1<0.294210	8	1
-25.2	1.2	0.298555508372374	0.298555508372374	8 0.298555508372374	X1<0.298556	8	1
-25.2	1.2	0.302601688425057	0.302601688425057	8 0.302601688425057	X1<0.302602	8	1
-25.2	1.2	0.310484169400297	0.310484169400297	8 0.310484169400297	X1<0.310484	8	1
-25.2	1.2	0.325905423727818	0.325905423727818	8 0.325905423727818	X1<0.325905	8	1
-25.2	1.2	0.33800692204386	0.33800692204386	8 0.33800692204386	X1<0.338007	8	1
-25.2	1.2	0.344732500030659	0.344732500030659	8 0.344732500030659	X1<0.344733	8	1
-25.2	1.2	0.44543250114657	0.44543250114657	11 0.44543250114657	X1<0.445433	11	1
-25.2	1.2	0.457439052755944	0.457439052755944	11 0.457439052755944	X1<0.457439	11	1
-25.2	1.2	0.462654642178677	0.462654642178677	11 0.462654642178677	X1<0.462655	11	1
-25.2	1.2	0.476290705264546	0.476290705264546	11 0.476290705264546	X1<0.476291	11	1
-25.2	1.2	0.501527497195639	0.501527497195639	11 0.501527497195639	X1<0.501527	11	1
-25.2	1.2	0.533477914985269	0.533477914985269	11 0.533477914985269	X1<0.533478	11	1
-25.2	1.2	0.557755292858928	0.557755292858928	11 0.557755292858928	X1<0.557755	11	1
-25.2	1.2	0.568081426783465	0.568081426783465	11 0.568081426783465	X1<0.568081	11	1
-25.2	1.2	0.599224032252096	0.599224032252096	11 0.599224032252096	X1<0.599224	11	1
-25.2	1.2	0.030959413619712	0.030959413619712	12 0.030959413619712	X1<0.030959	12	1
-25.2	1.2	0.0395219983765855	0.0395219983765855	12 0.0395219983765855	X1<0.039522	12	1
-25.2	1.2	0.0536785916192457	0.0536785916192457	12 0.0536785916192457	X1<0.053679	12	1
-25.2	1.2	0.0655585838248953	0.0655585838248953	12 0.0655585838248953	X1<0.065559	12	1
-25.2	1.2	0.0718155398499221	0.0718155398499221	12 0.0718155398499221	X1<0.071816	12	1
-25.2	1.2	0.0913896688725799	0.0913896688725799	12 0.0913896688725799	X1<0.091390	12	1
-25.2	1.2	0.11008392192889	0.11008392192889	12 0.11008392192889	X1<0.110084	12	1
-25.2	1.2	0.0511909144697711	0.0511909144697711	4 0.0511909144697711	X2<0.051191	4	2
-25.2	1.2	0.054541886667721	0.054541886667721	4 0.054541886667721	X2<0.054542	4	2
-25.2	1.2	0.0579857123084366	0.0579857123084366	4 0.0579857123084366	X2<0.057986	4	2
-25.2	1.2	0.0764685078756884	0.0764685078756884	4 0.0764685078756884	X2<0.076469	4	2
-25.2	1.2	0.0948257141280919	0.0948257141280919	4 0.0948257141280919	X2<0.094826	4	2
-25.2	1.2	0.0983513841638342	0.0983513841638342	4 0.0983513841638342	X2<0.098351	4	2
-25.2	1.2	0.126537832082249	0.126537832082249	4 0.126537832082249	X2<0.126538	4	2
-25.2	1.2	0.163195660803467	0.163195660803467	4 0.163195660803467	X2<0.163196	4	2
-25.2	1.2	0.187099400558509	0.187099400558509	4 0.187099400558509	X2<0.187099	4	2
-25.2	1.2	0.199895874597132	0.199895874597132	4 0.199895874597132	X2<0.199896	4	2
-25.2	1.2	0.203541245427914	0.203541245427914	4 0.203541245427914	X2<0.203541	4	2
-25.2	1.2	0.209863367024809	0.209863367024809	4 0.209863367024809	X2<0.209863	4	2
-25.2	1.2	0.228209656197578	0.228209656197578	4 0.228209656197578	X2<0.228210	4	2
-25.2	1.2	0.249931156286038	0.249931156286038	4 0.249931156286038	X2<0.249931	4	2
-25.2	1.2	0.259187476942316	0.259187476942316	4 0.259187476942316	X2<0.259187	4	2
-25.2	1.2	0.26395481324289	0.26395481324289	4 0.26395481324289	X2<0.263955	4	2
-25.2	1.2	0.274008016567677	0.274008016567677	4 0.274008016567677	X2<0.274008	4	2
-25.2	1.2	0.305394988041371	0.305394988041371	4 0.305394988041371	X2<0.305395	4	2
-25.2	1.2	0.331167285447009	0.331167285447009	4 0.331167285447009	X2<0.331167	4	2
-25.2	1.2	0.335052940412425	0.335052940412425	4 0.335052940412425	X2<0.335053	4	2
-25.2	1.2	0.346780378138647	0.346780378138647	4 0.346780378138646	X2<0.346780	4	2
-25.2	1.2	0.511265625013039	0.511265625013039	5 0.511265625013039	X2<0.511266	5	2
-25.2	1.2	0.531458679935895	0.531458679935895	5 0.531458679935895	X2<0.531459	5	2
-25.2	1.2	0.536853596800938	0.536853596800938	5 0.536853596800938	X2<0.536854	5	2
-25.2	1.2	0.54103257949464	0.54103257949464	5 0.54103257949464	X2<0.541033	5	2
-25.2	1.2	0.556373507715762	0.556373507715762	5 0.556373507715762	X2<0.556374	5	2
-25.2	1.2	0.587974352645688	0.587974352645688	5 0.587974352645688	X2<0.587974	5	2
-25.2	1.2	0.608554245322011	0.608554245322011	5 0.608554245322011	X2<0.608554	5	2
-25.2	1.2	0.621870628674515	0.621870628674515	5 0.621870628674515	X2<0.621871	5	2
-25.2	1.2	0.638308283057995	0.638308283057995	5 0.638308283057995	X2<0.638308	5	2
-25.2	1.2	0.64474820275791	0.64474820275791	5 0.64474820275791	X2<0.644748	5	2
-25.2	1.2	0.651546791894361	0.651546791894361	5 0.651546791894361	X2<0.651547	5	2
-25.2	1.2	0.668340957257897	0.668340957257897	5 0.668340957257897	X2<0.668341	5	2
-25.2	1.2	0.696214496158063	0.696214496158063	5 0.696214496158063	X2<0.696214	5	2
-25.2	1.2	0.730730570387095	0.730730570387095	5 0.730730570387095	X2<0.730731	5	2
-25.2	1.2	0.751311087165959	0.751311087165959	5 0.751311087165959	X2<0.751311	5	2
-25.2	1.2	0.763540534884669	0.763540534884669	5 0.763540534884669	X2<0.763541	5	2
-25.2	1.2	0.78323125676252	0.78323125676252	5 0.783231256762519	X2<0.783231	5	2
-25.2	1.2	0.801182091818191	0.801182091818191	5 0.801182091818191	X2<0.801182	5	2
-25.2	1.2	0.813627946889028	0.813627946889028	5 0.813627946889028	X2<0.813628	5	2
-25.2	1.2	0.822742603952065	0.822742603952065	5 0.822742603952065	X2<0.822743	5	2
-25.2	1.2	0.849754604045302	0.849754604045302	5 0.849754604045302	X2<0.849755	5	2
-25.2	1.2	0.876731339143589	0.876731339143589	5 0.876731339143589	X2<0.876731	5	2
-25.2	1.2	0.880507887806743	0.880507887806743	5 0.880507887806743	X2<0.880508	5	2
-25.2	1.2	0.885760743170977	0.885760743170977	5 0.885760743170977	X2<0.885761	5	2
-25.2	1.2	0.0338129206793383	0.0338129206793383	8 0.0338129206793383	X2<0.033813	8	2
-25.2	1.2	0.0489494709763676	0.0489494709763676	8 0.0489494709763676	X2<0.048949	8	2
-25.2	1.2	0.0612792967585847	0.0612792967585847	8 0.0612792967585847	X2<0.061279	8	2
-25.2	1.2	0.0754019911400974	0.0754019911400974	8 0.0754019911400974	X2<0.075402	8	2
-25.2	1.2	0.0806341447168961	0.0806341447168961	8 0.0806341447168961	X2<0.080634	8	2
-25.2	1.2	0.0850618543336168	0.0850618543336168	8 0.0850618543336168	X2<0.085062	8	2
-25.2	1.2	0.0894395762588829	0.0894395762588829	8 0.0894395762588829	X2<0.089440	8	2
-25.2	1.2	0.0965526036452502	0.0965526036452502	8 0.0965526036452502	X2<0.096553	8	2
-25.2	1.2	0.108155322261155	0.108155322261155	8 0.108155322261155	X2<0.108155	8	2
-25.2	1.2	0.120879433350638	0.120879433350638	8 0.120879433350638	X2<0.120879	8	2
-25.2	1.2	0.142655625124462	0.142655625124462	8 0.142655625124462	X2<0.142656	8	2
-25.2	1.2	0.157833015779033	0.157833015779033	8 0.157833015779033	X2<0.157833	8	2
-25.2	1.2	0.161699284333736	0.161699284333736	8 0.161699284333736	X2<0.161699	8	2
-25.2	1.2	0.176232376717962	0.176232376717962	8 0.176232376717962	X2<0.176232	8	2
-25.2	1.2	0.19207036390435	0.19207036390435	8 0.19207036390435	X2<0.192070	8	2
-25.2	1.2	0.202739362488501	0.202739362488501	8 0.202739362488501	X2<0.202739	8	2
-25.2	1.2	0.20976641390007	0.20976641390007	8 0.20976641390007	X2<0.209766	8	2
-25.2	1.2	0.212919866433367	0.212919866433367	8 0.212919866433367	X2<0.212920	8	2
-25.2	1.2	0.221369982464239	0.221369982464239	8 0.221369982464239	X2<0.221370	8	2
-25.2	1.2	0.227222961373627	0.227222961373627	8 0.227222961373627	X2<0.227223	8	2
-25.2	1.2	0.242113852174953	0.242113852174953	8 0.242113852174953	X2<0.242114	8	2
-25.2	1.2	0.256830913480371	0.256830913480371	8 0.256830913480371	X2<0.256831	8	2
-25.2	1.2	0.257380471099168	0.257380471099168	8 0.257380471099168	X2<0.257380	8	2
-25.2	1.2	0.268765673972666	0.268765673972666	8 0.268765673972666	X2<0.268766	8	2
-25.2	1.2	0.286710463697091	0.286710463697091	8 0.286710463697091	X2<0.286710	8	2
-25.2	1.2	0.297613097936846	0.297613097936846	8 0.297613097936846	X2<0.297613	8	2
-25.2	1.2	0.309081418206915	0.309081418206915	8 0.309081418206915	X2<0.309081	8	2
-25.2	1.2	0.328073764569126	0.328073764569126	8 0.328073764569126	X2<0.328074	8	2
-25.2	1.2	0.348395541775972	0.348395541775972	8 0.348395541775972	X2<0.348396	8	2
-25.2	1.2	0.357099188375287	0.357099188375287	8 0.357099188375287	X2<0.357099	8	2
-25.2	1.2	0.375784554285929	0.375784554285929	8 0.375784554285929	X2<0.375785	8	2
-25.2	1.2	0.394728742656298	0.394728742656298	8 0.394728742656298	X2<0.394729	8	2
-25.2	1.2	0.404946887400001	0.404946887400001	8 0.404946887400001	X2<0.404947	8	2
-25.2	1.2	0.431743385270238	0.431743385270238	8 0.431743385270238	X2<0.431743	8	2
-25.2	1.2	0.67088818794582	0.67088818794582	11 0.67088818794582	X2<0.670888	11	2
-25.2	1.2	0.679244465078227	0.679244465078227	11 0.679244465078227	X2<0.679244	11	2
-25.2	1.2	0.688181827776134	0.688181827776134	11 0.688181827776134	X2<0.688182	11	2
-25.2	1.2	0.691141239134595	0.691141239134595	11 0.691141239134595	X2<0.691141	11	2
-25.2	1.2	0.700776348356158	0.700776348356158	11 0.700776348356158	X2<0.700776	11	2
-25.2	1.2	0.754156785085797	0.754156785085797	11 0.754156785085797	X2<0.754157	11	2
-25.2	1.2	0.807267105439678	0.807267105439678	11 0.807267105439678	X2<0.807267	11	2
-25.2	1.2	0.834532656241208	0.834532656241208	11 0.834532656241208	X2<0.834533	11	2
-25.2	1.2	0.864186478545889	0.864186478545889	11 0.864186478545889	X2<0.864186	11	2
-25.2	1.2	0.690182084799744	0.690182084799744	12 0.690182084799744	X2<0.690182	12	2
-25.2	1.2	0.705697646830231	0.705697646830231	12 0.705697646830231	X2<0.705698	12	2
-25.2	1.2	0.729618282988668	0.729618282988668	12 0.729618282988667	X2<0.729618	12	2
-25.2	1.2	0.75531059561763	0.75531059561763	12 0.75531059561763	X2<0.755311	12	2
-25.2	1.2	0.762617269414477	0.762617269414477	12 0.762617269414477	X2<0.762617	12	2
-25.2	1.2	0.798387207672931	0.798387207672931	12 0.798387207672931	X2<0.798387	12	2
-25.2	1.2	0.839366713771597	0.839366713771597	12 0.839366713771597	X2<0.839367	12	2
