y	yend	x	xend	key	clickSelects	showSelected2	PANEL
-25.2	1.2	0.199895874597132	0.199895874597132	1 0.199895874597132	X2<0.199896	1	2
-25.2	1.2	0.203541245427914	0.203541245427914	1 0.203541245427914	X2<0.203541	1	2
-25.2	1.2	0.208101401338354	0.208101401338354	1 0.208101401338354	X2<0.208101	1	2
-25.2	1.2	0.20976641390007	0.20976641390007	1 0.20976641390007	X2<0.209766	1	2
-25.2	1.2	0.209874871768989	0.209874871768989	1 0.209874871768989	X2<0.209875	1	2
-25.2	1.2	0.211564723867923	0.211564723867923	1 0.211564723867923	X2<0.211565	1	2
-25.2	1.2	0.214207275072113	0.214207275072113	1 0.214207275072113	X2<0.214207	1	2
-25.2	1.2	0.215598761918955	0.215598761918955	1 0.215598761918955	X2<0.215599	1	2
-25.2	1.2	0.216360897757113	0.216360897757113	1 0.216360897757113	X2<0.216361	1	2
-25.2	1.2	0.221729674842209	0.221729674842209	1 0.221729674842209	X2<0.221730	1	2
-25.2	1.2	0.227222961373627	0.227222961373627	1 0.227222961373627	X2<0.227223	1	2
-25.2	1.2	0.229681879864074	0.229681879864074	1 0.229681879864074	X2<0.229682	1	2
-25.2	1.2	0.236112401005812	0.236112401005812	1 0.236112401005812	X2<0.236112	1	2
-25.2	1.2	0.241303977556527	0.241303977556527	1 0.241303977556527	X2<0.241304	1	2
-25.2	1.2	0.242620415170677	0.242620415170677	1 0.242620415170677	X2<0.242620	1	2
-25.2	1.2	0.247380978311412	0.247380978311412	1 0.247380978311412	X2<0.247381	1	2
-25.2	1.2	0.254040708532557	0.254040708532557	1 0.254040708532557	X2<0.254041	1	2
-25.2	1.2	0.256590886507183	0.256590886507183	1 0.256590886507183	X2<0.256591	1	2
-25.2	1.2	0.256901258835569	0.256901258835569	1 0.256901258835569	X2<0.256901	1	2
-25.2	1.2	0.257380471099168	0.257380471099168	1 0.257380471099168	X2<0.257380	1	2
-25.2	1.2	0.258138292119838	0.258138292119838	1 0.258138292119838	X2<0.258138	1	2
-25.2	1.2	0.260185324936174	0.260185324936174	1 0.260185324936174	X2<0.260185	1	2
-25.2	1.2	0.26395481324289	0.26395481324289	1 0.26395481324289	X2<0.263955	1	2
-25.2	1.2	0.273053798009641	0.273053798009641	1 0.273053798009641	X2<0.273054	1	2
-25.2	1.2	0.280865910113789	0.280865910113789	1 0.280865910113789	X2<0.280866	1	2
-25.2	1.2	0.287664682255127	0.287664682255127	1 0.287664682255127	X2<0.287665	1	2
-25.2	1.2	0.297613097936846	0.297613097936846	1 0.297613097936846	X2<0.297613	1	2
-25.2	1.2	0.309081418206915	0.309081418206915	1 0.309081418206915	X2<0.309081	1	2
-25.2	1.2	0.322707861894742	0.322707861894742	1 0.322707861894742	X2<0.322708	1	2
-25.2	1.2	0.331167285447009	0.331167285447009	1 0.331167285447009	X2<0.331167	1	2
-25.2	1.2	0.335052940412425	0.335052940412425	1 0.335052940412425	X2<0.335053	1	2
-25.2	1.2	0.338221405050717	0.338221405050717	1 0.338221405050717	X2<0.338221	1	2
-25.2	1.2	0.348260625847615	0.348260625847615	1 0.348260625847615	X2<0.348261	1	2
-25.2	1.2	0.356954514863901	0.356954514863901	1 0.356954514863901	X2<0.356955	1	2
-25.2	1.2	0.357099188375287	0.357099188375287	1 0.357099188375287	X2<0.357099	1	2
-25.2	1.2	0.359982615802437	0.359982615802437	1 0.359982615802437	X2<0.359983	1	2
-25.2	1.2	0.363184060086496	0.363184060086496	1 0.363184060086496	X2<0.363184	1	2
-25.2	1.2	0.370084534049965	0.370084534049965	1 0.370084534049965	X2<0.370085	1	2
-25.2	1.2	0.38378846726846	0.38378846726846	1 0.383788467268459	X2<0.383788	1	2
-25.2	1.2	0.392689931788482	0.392689931788482	1 0.392689931788482	X2<0.392690	1	2
-25.2	1.2	0.394728742656298	0.394728742656298	1 0.394728742656298	X2<0.394729	1	2
-25.2	1.2	0.395741399843246	0.395741399843246	1 0.395741399843246	X2<0.395741	1	2
-25.2	1.2	0.398789217462763	0.398789217462763	1 0.398789217462763	X2<0.398789	1	2
-25.2	1.2	0.407994705019519	0.407994705019519	1 0.407994705019519	X2<0.407995	1	2
-25.2	1.2	0.423814171808772	0.423814171808772	1 0.423814171808772	X2<0.423814	1	2
-25.2	1.2	0.436804350465536	0.436804350465536	1 0.436804350465536	X2<0.436804	1	2
-25.2	1.2	0.444733563927002	0.444733563927002	1 0.444733563927002	X2<0.444734	1	2
-25.2	1.2	0.449367380235344	0.449367380235344	1 0.449367380235344	X2<0.449367	1	2
-25.2	1.2	0.459773620474152	0.459773620474152	1 0.459773620474152	X2<0.459774	1	2
-25.2	1.2	0.471721795620397	0.471721795620397	1 0.471721795620397	X2<0.471722	1	2
-25.2	1.2	0.474949200171977	0.474949200171977	1 0.474949200171977	X2<0.474949	1	2
-25.2	1.2	0.478011899162084	0.478011899162084	1 0.478011899162084	X2<0.478012	1	2
-25.2	1.2	0.483001317945309	0.483001317945309	1 0.483001317945309	X2<0.483001	1	2
-25.2	1.2	0.486643214244396	0.486643214244396	1 0.486643214244395	X2<0.486643	1	2
-25.2	1.2	0.490575986797921	0.490575986797921	1 0.490575986797921	X2<0.490576	1	2
-25.2	1.2	0.496683983132243	0.496683983132243	1 0.496683983132243	X2<0.496684	1	2
-25.2	1.2	0.501877791597508	0.501877791597508	1 0.501877791597508	X2<0.501878	1	2
-25.2	1.2	0.507076639332809	0.507076639332809	1 0.507076639332809	X2<0.507077	1	2
