x	y
0	137.627762742718
1	133.264674741901
2	118.39780302561
3	104.631182887906
4	84.4197841440306
5	80.4563158667602
6	77.5152636604541
7	74.3246329600485
8	70.8724480906271
9	68.2800179868776
