group	y	x	PANEL
1	-0.0261154492469302	0.0237343937624246	1
1	-0.0310884114450971	0.0248533471021801	1
1	-0.214752316397096	0.030959413619712	1
1	-0.0418853225848466	0.0395219983765855	1
1	-0.000588040777103061	0.0435703630791977	1
1	-0.0529107948427168	0.0550734286662191	1
1	-0.212923142580337	0.0655585838248953	1
1	-0.0641721775090218	0.0704574675764889	1
1	-0.218461560485906	0.0763374969828874	1
1	-0.0756771389931146	0.078479875694029	1
1	-0.226149526841567	0.0821269832085818	1
1	-0.442023342361011	0.0860745509853587	1
1	-0.713608458672638	0.0900922525906935	1
1	-0.442595044895285	0.0970493158092722	1
1	-0.701447113551978	0.103078606305644	1
1	-0.446305854069948	0.107819334021769	1
1	-0.695093981268002	0.11281948746182	1
1	-0.986909343570403	0.11519660113845	1
1	-0.693121769262717	0.116796790622175	1
1	-0.97469369277664	0.123480718466453	1
1	-1.29355274490374	0.128917979658581	1
1	-1.64673667252575	0.129889608710073	1
1	-1.2766711295366	0.131496121990494	1
1	-1.61886566279276	0.135558155016042	1
1	-1.99208088654854	0.143081043031998	1
1	-2.39443203251076	0.148332321085036	1
1	-1.96158116294657	0.149858307442628	1
1	-2.35327043508593	0.150485596386716	1
1	-2.77205925730058	0.156851156265475	1
1	-2.3211586098129	0.163921556901187	1
1	-1.92212640192108	0.164737868937664	1
1	-2.29667371651331	0.166442708112299	1
1	-1.91103288782185	0.170147194410674	1
1	-1.56946938054389	0.17518878984265	1
1	-1.90465733594496	0.178294185781851	1
1	-1.57192631852158	0.179636680521071	1
1	-1.2775530510321	0.181497157085687	1
1	-1.57736918929291	0.182773720822297	1
1	-1.28862692750064	0.18402334570419	1
1	-1.03390242228485	0.184777861577459	1
1	-0.811170581017194	0.185072884894907	1
1	-1.0502339957942	0.191020168247633	1
1	-1.31645891123216	0.198249337496236	1
1	-1.60896629364069	0.199849189142697	1
1	-1.92697903229711	0.20045562973246	1
1	-1.62395016253853	0.201244466705248	1
1	-1.94011432004854	0.203831824124791	1
1	-2.28084169055026	0.212392318877392	1
1	-1.95566954049096	0.222250327235088	1
1	-1.65981204817282	0.232360110268928	1
1	-1.39189251052113	0.23993882862851	1
1	-1.68051787546415	0.243136907112785	1
1	-1.99355427364708	0.251021129544824	1
1	-1.70299054432681	0.258525689016096	1
1	-1.43851833947659	0.267083358601667	1
1	-1.72718746828676	0.274633940192871	1
1	-1.46395667851724	0.275551112601534	1
1	-1.22505471126627	0.279929986572824	1
1	-1.49080125779116	0.28451476036571	1
1	-1.78064888558629	0.285152392461896	1
1	-1.51905467400385	0.286204032832757	1
1	-1.28050759940109	0.287516793585382	1
1	-1.06426790132451	0.289734941557981	1
1	-1.31004267961166	0.291737564140931	1
1	-1.09315189617425	0.294476487673819	1
1	-0.897429237638249	0.296949366573244	1
1	-1.123117194938	0.298555508372374	1
1	-1.37286752639827	0.302601688425057	1
